Vertex 		Distance from Source
7371	139.121.124.7	428
7372	139.121.134.61	298
7373	139.142.101.58	149
7374	139.149.75.238	350
7375	139.158.94.163	310
7376	139.162.144.137	419
7377	139.164.28.177	400
7378	139.168.134.168	460
7379	139.173.190.142	320
7380	139.188.134.185	544
7381	139.191.254.206	442
7382	139.198.236.127	343
7383	139.201.94.84	446
7384	139.204.148.153	527
7385	139.205.32.205	291
7386	139.209.114.186	467
7387	139.227.181.154	510
7388	139.242.85.43	364
7389	139.246.2.50	395
7390	139.248.144.125	317
7391	140.1.47.3	434
7392	140.5.163.157	336
7393	140.15.233.191	340
7394	140.18.51.97	289
7395	140.25.69.121	292
7396	140.31.220.89	368
7397	140.35.162.42	392
7398	140.38.40.194	542
7399	140.44.56.47	477
7400	140.44.121.49	336
7401	140.51.3.53	381
7402	140.52.43.161	455
7403	140.54.28.232	363
7404	140.55.148.140	400
7405	140.67.15.117	423
7406	140.69.237.76	368
7407	140.71.103.246	307
7408	140.81.113.88	382
7409	140.88.250.137	255
7410	140.93.116.59	358
7411	140.94.16.16	312
7412	140.97.62.25	277
7413	140.97.239.101	472
7414	140.100.247.39	429
7415	140.101.242.240	333
7416	140.106.85.5	285
7417	140.118.3.184	338
7418	140.122.212.135	370
7419	140.131.192.237	282
7420	140.134.73.253	393
7421	140.142.45.27	390
7422	140.148.196.37	425
7423	140.152.67.121	324
7424	140.152.169.129	321
7425	140.153.34.205	315
7426	140.153.35.135	366
7427	140.156.105.138	440
7428	140.159.85.188	470
7429	140.161.21.173	390
7430	140.176.104.152	317
7431	140.181.191.109	443
7432	140.183.107.183	439
7433	140.202.166.12	351
7434	140.203.241.233	334
7435	140.205.87.168	444
7436	140.217.14.221	322
7437	140.217.249.164	335
7438	140.218.165.73	570
7439	140.229.203.230	376
7440	140.231.23.183	447
7441	140.239.219.5	303
7442	140.242.93.199	307
7443	140.242.194.220	363
7444	140.248.118.53	423
7445	140.250.228.17	541
7446	140.251.107.175	257
7447	140.254.225.11	414
7448	141.8.66.16	425
7449	141.9.241.79	427
7450	141.14.36.86	304
7451	141.40.171.35	413
7452	141.44.200.140	429
7453	141.44.212.213	414
7454	141.46.175.8	317
7455	141.48.205.216	471
7456	141.57.117.245	317
7457	141.65.169.183	402
7458	141.74.73.225	369
7459	141.83.22.68	296
7460	141.85.89.35	336
7461	141.91.42.112	293
7462	141.93.105.100	406
7463	141.96.3.124	349
7464	141.101.237.25	564
7465	141.102.104.64	426
7466	141.102.122.184	365
7467	141.112.160.139	532
7468	141.114.176.51	338
7469	141.120.174.121	325
7470	141.123.83.82	258
7471	141.133.124.41	404
7472	141.136.177.21	408
7473	141.137.249.168	370
7474	141.139.192.156	382
7475	141.141.35.245	238
7476	141.156.161.229	269
7477	141.178.235.195	322
7478	141.180.167.175	295
7479	141.184.226.128	333
7480	141.186.171.139	413
7481	141.191.129.49	220
7482	141.196.196.20	362
7483	141.202.142.188	280
7484	141.205.3.209	361
7485	141.205.223.149	257
7486	141.207.26.169	341
7487	141.215.211.32	430
7488	141.217.224.232	339
7489	141.221.61.8	470
7490	141.236.67.162	344
7491	141.238.2.189	331
7492	141.238.44.25	403
7493	141.245.81.201	396
7494	141.254.62.249	238
7495	142.13.188.142	319
7496	142.14.144.253	783
7497	142.15.209.176	323
7498	142.17.98.25	318
7499	142.21.77.246	243
7500	142.31.39.212	390
7501	142.38.120.41	397
7502	142.39.171.170	381
7503	142.40.85.132	305
7504	142.40.135.102	347
7505	142.41.58.69	313
7506	142.50.68.8	541
7507	142.60.77.202	339
7508	142.62.114.105	386
7509	142.66.137.138	318
7510	142.76.165.234	416
7511	142.92.91.183	341
7512	142.92.209.64	365
7513	142.95.27.64	391
7514	142.95.44.254	619
7515	142.102.167.116	437
7516	142.115.162.199	330
7517	142.128.245.238	512
7518	142.133.75.27	294
7519	142.138.9.72	310
7520	142.139.194.227	399
7521	142.144.155.132	222
7522	142.148.62.226	569
7523	142.149.98.94	362
7524	142.178.228.159	317
7525	142.180.13.72	477
7526	142.181.98.204	332
7527	142.192.195.177	376
7528	142.198.170.216	276
7529	142.205.21.50	226
7530	142.206.121.9	278
7531	142.208.251.231	122
7532	142.220.152.113	464
7533	142.224.144.21	319
7534	142.229.103.153	418
7535	142.233.162.125	334
7536	142.235.96.123	211
7537	142.236.44.68	341
7538	142.239.98.164	344
7539	142.241.143.189	211
7540	142.242.97.155	269
7541	142.245.137.182	423
7542	142.248.253.242	285
7543	143.9.227.12	392
7544	143.14.67.226	210
7545	143.17.58.101	530
7546	143.19.143.159	348
7547	143.20.176.176	425
7548	143.20.253.214	281
7549	143.21.200.11	465
7550	143.29.48.81	457
7551	143.33.183.41	219
7552	143.37.55.161	388
7553	143.40.233.183	206
7554	143.42.71.79	361
7555	143.46.220.91	389
7556	143.52.117.2	289
7557	143.53.176.104	365
7558	143.68.166.244	435
7559	143.70.94.136	244
7560	143.74.248.158	518
7561	143.76.55.120	414
7562	143.96.227.138	448
7563	143.101.202.143	311
7564	143.102.55.158	360
7565	143.106.124.54	326
7566	143.106.150.139	347
7567	143.118.198.185	396
7568	143.119.13.212	212
7569	143.121.210.124	429
7570	143.129.120.71	402
7571	143.136.246.162	300
7572	143.138.5.214	452
7573	143.138.100.213	511
7574	143.142.184.142	434
7575	143.145.139.27	342
7576	143.157.35.157	374
7577	143.159.84.50	261
7578	143.163.49.125	304
7579	143.168.143.122	259
7580	143.174.61.127	507
7581	143.180.157.231	252
7582	143.183.54.125	363
7583	143.184.191.144	425
7584	143.185.43.189	456
7585	143.188.208.149	524
7586	143.202.99.71	333
7587	143.205.184.16	466
7588	143.207.2.124	271
7589	143.208.96.11	476
7590	143.218.178.93	356
7591	143.227.190.224	399
7592	143.229.210.31	321
7593	143.234.189.36	362
7594	143.240.237.246	426
7595	144.1.216.13	397
7596	144.12.37.100	422
7597	144.16.145.48	327
7598	144.28.142.65	341
7599	144.40.38.181	186
7600	144.51.2.85	322
7601	144.61.144.172	362
7602	144.75.81.174	240
7603	144.80.202.64	246
7604	144.83.84.245	300
7605	144.93.130.238	484
7606	144.103.109.96	298
7607	144.115.49.11	314
7608	144.116.20.106	449
7609	144.118.208.198	392
7610	144.118.209.10	332
7611	144.123.55.27	301
7612	144.125.20.88	351
7613	144.126.249.187	356
7614	144.130.123.120	240
7615	144.131.147.126	331
7616	144.139.235.194	325
7617	144.143.170.8	266
7618	144.145.31.71	362
7619	144.145.135.28	303
7620	144.152.187.147	301
7621	144.156.202.167	415
7622	144.159.236.98	491
7623	144.162.188.10	358
7624	144.180.152.44	313
7625	144.187.161.113	313
7626	144.187.176.182	401
7627	144.192.92.6	319
7628	144.198.29.54	381
7629	144.200.103.185	368
7630	144.207.118.154	391
7631	144.214.85.66	421
7632	144.233.23.226	397
7633	144.234.174.92	283
7634	144.247.177.199	439
7635	144.251.186.169	336
7636	145.2.60.144	452
7637	145.4.19.104	290
7638	145.4.22.162	287
7639	145.5.235.190	341
7640	145.9.20.215	359
7641	145.9.204.198	543
7642	145.20.25.3	311
7643	145.25.116.219	248
7644	145.33.166.119	388
7645	145.34.196.94	329
7646	145.41.220.72	335
7647	145.45.210.41	450
7648	145.46.179.41	542
7649	145.49.76.152	445
7650	145.53.126.52	307
7651	145.54.186.141	311
7652	145.60.119.124	381
7653	145.61.54.152	547
7654	145.64.28.228	450
7655	145.64.77.83	358
7656	145.66.12.33	363
7657	145.67.132.40	408
7658	145.71.86.254	262
7659	145.77.164.123	286
7660	145.77.237.160	455
7661	145.81.15.218	369
7662	145.84.28.85	349
7663	145.90.40.181	438
7664	145.90.179.17	653
7665	145.92.48.17	282
7666	145.99.186.83	440
7667	145.102.181.233	323
7668	145.107.25.117	301
7669	145.109.94.39	432
7670	145.114.164.2	206
7671	145.115.50.111	406
7672	145.123.180.22	291
7673	145.128.86.234	161
7674	145.132.123.140	337
7675	145.132.206.5	358
7676	145.137.72.199	426
7677	145.139.62.30	261
7678	145.142.189.233	405
7679	145.145.136.251	446
7680	145.146.73.170	432
7681	145.146.229.65	451
7682	145.149.228.121	430
7683	145.151.208.146	404
7684	145.152.168.206	358
7685	145.156.110.152	327
7686	145.157.84.253	478
7687	145.163.170.89	392
7688	145.164.206.97	349
7689	145.167.204.230	389
7690	145.168.123.214	413
7691	145.172.219.58	325
7692	145.174.111.174	540
7693	145.174.254.22	340
7694	145.178.108.150	362
7695	145.181.214.55	345
7696	145.185.83.186	582
7697	145.195.1.82	374
7698	145.195.65.85	189
7699	145.198.80.189	292
7700	145.214.16.227	498
7701	145.222.117.93	211
7702	145.223.103.211	375
7703	145.229.176.236	370
7704	145.230.74.163	287
7705	145.238.204.125	351
7706	145.241.138.104	427
7707	146.1.184.72	412
7708	146.18.12.194	274
7709	146.22.37.239	428
7710	146.25.57.76	490
7711	146.42.65.77	231
7712	146.46.187.150	275
7713	146.49.137.86	403
7714	146.58.44.93	253
7715	146.74.193.47	403
7716	146.83.240.111	245
7717	146.85.227.244	325
7718	146.88.46.211	293
7719	146.91.135.154	621
7720	146.95.56.201	191
7721	146.95.241.195	316
7722	146.95.254.230	390
7723	146.96.1.2	301
7724	146.96.75.224	493
7725	146.108.214.179	466
7726	146.109.64.126	461
7727	146.110.191.232	331
7728	146.113.110.95	488
7729	146.115.102.16	318
7730	146.115.238.155	460
7731	146.121.50.168	419
7732	146.132.228.10	390
7733	146.139.95.183	320
7734	146.141.229.156	416
7735	146.143.94.231	373
7736	146.146.13.49	403
7737	146.152.176.116	545
7738	146.155.159.55	310
7739	146.161.36.181	359
7740	146.164.161.135	495
7741	146.179.28.249	384
7742	146.185.83.187	372
7743	146.191.9.39	390
7744	146.200.111.41	243
7745	146.200.122.199	344
7746	146.216.34.64	369
7747	146.216.84.232	318
7748	146.222.177.224	290
7749	146.225.158.145	308
7750	146.229.80.47	452
7751	146.236.43.167	455
7752	146.236.250.180	541
7753	146.243.219.102	300
7754	146.244.137.48	376
7755	146.247.4.155	348
7756	146.247.64.251	320
7757	146.251.199.206	348
7758	147.2.235.215	449
7759	147.3.93.104	474
7760	147.17.211.211	331
7761	147.21.109.234	586
7762	147.21.194.47	397
7763	147.27.32.147	347
7764	147.27.60.46	319
7765	147.29.123.77	397
7766	147.35.216.103	406
7767	147.45.11.93	399
7768	147.45.32.69	361
7769	147.45.210.95	393
7770	147.50.151.64	331
7771	147.57.148.191	315
7772	147.60.115.206	274
7773	147.64.82.222	294
7774	147.66.8.244	310
7775	147.68.144.59	318
7776	147.69.145.51	312
7777	147.70.219.167	336
7778	147.70.220.97	359
7779	147.75.118.40	293
7780	147.83.146.128	237
7781	147.85.222.119	289
7782	147.87.173.108	357
7783	147.91.74.252	446
7784	147.91.160.7	416
7785	147.103.191.76	380
7786	147.121.19.41	276
7787	147.122.196.153	338
7788	147.125.204.8	661
7789	147.130.214.21	337
7790	147.137.35.160	355
7791	147.145.165.163	389
7792	147.149.33.93	458
7793	147.161.117.46	316
7794	147.162.113.220	531
7795	147.163.74.109	522
7796	147.163.245.118	348
7797	147.168.194.67	422
7798	147.173.226.45	255
7799	147.199.240.32	410
7800	147.200.31.207	315
7801	147.206.89.28	291
7802	147.206.148.192	504
7803	147.207.139.213	341
7804	147.209.97.83	315
7805	147.218.138.252	355
7806	147.219.133.89	406
7807	147.223.110.143	286
7808	147.228.211.65	331
7809	147.238.4.24	316
7810	147.239.151.26	329
7811	147.241.41.102	354
7812	148.14.62.137	473
7813	148.21.42.116	326
7814	148.21.193.10	455
7815	148.23.59.32	190
7816	148.27.98.194	480
7817	148.32.105.98	303
7818	148.32.172.96	316
7819	148.32.199.112	436
7820	148.33.34.146	280
7821	148.40.246.131	234
7822	148.43.254.61	367
7823	148.59.94.27	367
7824	148.64.23.95	404
7825	148.65.11.9	358
7826	148.71.103.238	348
7827	148.75.211.65	310
7828	148.76.27.139	312
7829	148.78.146.32	301
7830	148.86.58.37	373
7831	148.89.101.132	321
7832	148.92.110.229	358
7833	148.93.216.235	225
7834	148.98.219.145	248
7835	148.99.252.142	617
7836	148.106.31.235	449
7837	148.106.67.126	216
7838	148.112.14.195	288
7839	148.114.138.93	406
7840	148.115.147.78	327
7841	148.117.165.23	215
7842	148.127.117.120	415
7843	148.135.247.244	224
7844	148.139.123.25	326
7845	148.141.4.129	214
7846	148.164.68.86	388
7847	148.173.151.73	387
7848	148.179.170.92	422
7849	148.184.87.45	385
7850	148.186.82.219	588
7851	148.187.95.179	326
7852	148.190.70.150	408
7853	148.201.102.228	428
7854	148.212.236.8	254
7855	148.214.145.187	383
7856	148.220.32.8	408
7857	148.222.7.77	221
7858	148.223.147.181	344
7859	148.227.104.227	297
7860	148.229.72.71	456
7861	148.231.173.109	191
7862	148.241.198.130	401
7863	148.242.50.129	359
7864	148.242.158.173	350
7865	148.246.131.54	268
7866	148.248.72.68	370
7867	148.248.231.227	516
7868	149.5.110.166	314
7869	149.16.43.118	400
7870	149.20.225.9	397
7871	149.31.15.37	515
7872	149.33.109.46	371
7873	149.33.228.88	368
7874	149.42.238.94	399
7875	149.44.37.220	375
7876	149.62.250.142	360
7877	149.63.109.124	368
7878	149.65.189.54	437
7879	149.68.44.165	279
7880	149.77.204.98	338
7881	149.89.193.77	272
7882	149.93.56.126	531
7883	149.94.175.197	388
7884	149.99.246.21	349
7885	149.107.65.216	378
7886	149.113.116.77	373
7887	149.117.166.20	399
7888	149.120.50.15	403
7889	149.126.54.214	428
7890	149.129.62.52	190
7891	149.137.29.212	379
7892	149.144.12.38	390
7893	149.144.129.12	265
7894	149.149.231.45	400
7895	149.154.155.51	389
7896	149.156.199.104	379
7897	149.158.66.253	284
7898	149.161.153.236	309
7899	149.174.206.92	444
7900	149.176.156.130	430
7901	149.181.37.188	477
7902	149.182.90.161	430
7903	149.188.15.189	269
7904	149.196.197.224	445
7905	149.214.185.60	564
7906	149.214.200.54	288
7907	149.215.127.198	403
7908	149.221.27.206	383
7909	149.233.177.224	324
7910	149.235.29.89	346
7911	149.239.196.224	138
7912	149.242.26.196	352
7913	149.248.83.242	317
7914	150.2.161.176	291
7915	150.7.117.242	506
7916	150.7.177.56	329
7917	150.12.23.69	287
7918	150.13.46.192	482
7919	150.23.68.248	419
7920	150.27.132.74	433
7921	150.39.31.101	310
7922	150.41.91.138	382
7923	150.42.101.136	329
7924	150.46.146.213	315
7925	150.56.131.126	330
7926	150.63.235.83	314
7927	150.72.46.27	413
7928	150.93.171.208	413
7929	150.97.47.24	422
7930	150.98.22.3	345
7931	150.100.214.83	465
7932	150.101.99.231	529
7933	150.105.122.159	248
7934	150.105.164.245	407
7935	150.107.1.231	226
7936	150.108.100.133	401
7937	150.108.132.129	390
7938	150.109.234.34	338
7939	150.113.179.61	311
7940	150.114.207.188	300
7941	150.118.17.188	191
7942	150.123.112.105	320
7943	150.128.158.43	323
7944	150.130.195.167	518
7945	150.136.127.16	476
7946	150.137.174.100	350
7947	150.144.190.94	372
7948	150.147.166.213	211
7949	150.148.114.67	437
7950	150.151.245.253	238
7951	150.159.246.239	576
7952	150.166.239.23	315
7953	150.167.252.127	307
7954	150.176.253.135	142
7955	150.178.85.181	295
7956	150.192.60.21	314
7957	150.196.92.131	367
7958	150.198.30.112	290
7959	150.211.192.99	368
7960	150.214.149.67	366
7961	150.215.5.86	338
7962	150.217.18.185	450
7963	150.232.98.137	388
7964	150.238.177.52	361
7965	150.240.187.230	271
7966	151.7.126.213	425
7967	151.11.80.67	447
7968	151.11.123.122	538
7969	151.16.119.232	170
7970	151.24.143.171	322
7971	151.25.187.246	287
7972	151.26.35.23	229
7973	151.36.174.122	601
7974	151.37.34.245	358
7975	151.37.220.39	416
7976	151.43.23.235	520
7977	151.43.32.204	311
7978	151.44.174.140	399
7979	151.46.225.118	417
7980	151.47.185.187	372
7981	151.55.113.165	375
7982	151.58.54.189	417
7983	151.64.20.234	513
7984	151.72.15.246	333
7985	151.76.225.148	378
7986	151.86.222.57	304
7987	151.103.126.117	686
7988	151.104.33.95	296
7989	151.110.169.131	386
7990	151.117.87.20	319
7991	151.119.197.221	374
7992	151.120.138.43	416
7993	151.126.204.205	432
7994	151.131.113.205	327
7995	151.135.112.125	320
7996	151.143.53.74	406
7997	151.146.132.5	370
7998	151.147.109.75	435
7999	151.151.29.62	610
8000	151.153.219.120	337
8001	151.154.253.90	252
8002	151.160.235.238	402
8003	151.172.24.207	312
8004	151.173.114.219	322
8005	151.175.101.187	193
8006	151.179.111.218	351
8007	151.191.52.200	412
8008	151.192.134.24	322
8009	151.195.53.183	321
8010	151.197.202.241	317
8011	151.201.187.135	557
8012	151.204.64.11	310
8013	151.206.136.131	354
8014	151.215.201.244	365
8015	151.216.125.86	404
8016	151.227.96.48	394
8017	151.228.99.101	441
8018	151.232.175.227	397
8019	151.237.241.119	204
8020	151.244.117.148	410
8021	152.9.42.194	450
8022	152.14.203.102	430
8023	152.17.106.196	447
8024	152.22.47.42	345
8025	152.22.104.253	383
8026	152.39.151.103	394
8027	152.51.211.57	386
8028	152.59.243.192	319
8029	152.63.60.236	279
8030	152.64.92.93	385
8031	152.67.173.185	374
8032	152.69.192.93	374
8033	152.71.111.245	229
8034	152.72.43.215	345
8035	152.73.34.240	363
8036	152.77.207.19	401
8037	152.79.135.38	288
8038	152.88.127.104	186
8039	152.90.136.211	373
8040	152.92.152.209	366
8041	152.94.237.150	324
8042	152.102.170.124	399
8043	152.106.24.225	273
8044	152.109.186.177	481
8045	152.120.154.249	410
8046	152.139.192.210	597
8047	152.139.245.215	254
8048	152.141.166.158	430
8049	152.145.24.11	361
8050	152.147.13.224	543
8051	152.147.31.239	287
8052	152.154.171.193	492
8053	152.156.119.225	293
8054	152.160.107.161	355
8055	152.162.225.66	342
8056	152.168.34.158	346
8057	152.168.172.138	429
8058	152.171.103.32	212
8059	152.181.183.14	179
8060	152.184.214.220	544
8061	152.188.119.209	295
8062	152.193.23.164	118
8063	152.193.188.71	295
8064	152.201.83.95	358
8065	152.214.150.63	312
8066	152.216.39.179	482
8067	152.219.49.4	392
8068	152.222.88.101	259
8069	152.224.55.217	357
8070	152.236.151.84	274
8071	152.241.44.224	330
8072	152.247.214.4	311
8073	152.250.169.206	402
8074	152.252.138.79	395
8075	153.1.180.149	552
8076	153.3.144.128	423
8077	153.14.167.228	306
8078	153.32.215.248	299
8079	153.33.140.43	378
8080	153.40.193.253	695
8081	153.46.1.110	240
8082	153.48.118.155	539
8083	153.50.144.46	358
8084	153.56.77.50	260
8085	153.63.181.102	360
8086	153.66.151.168	190
8087	153.70.131.124	425
8088	153.81.82.1	297
8089	153.88.25.172	365
8090	153.93.64.98	410
8091	153.95.44.166	201
8092	153.98.28.96	348
8093	153.107.52.9	307
8094	153.108.236.57	472
8095	153.109.150.108	240
8096	153.110.251.73	149
8097	153.112.62.208	673
8098	153.117.152.73	379
8099	153.120.105.41	481
8100	153.128.20.199	351
8101	153.131.213.174	439
8102	153.136.233.22	211
8103	153.149.93.247	643
8104	153.151.177.24	342
8105	153.162.175.128	474
8106	153.163.152.147	268
8107	153.165.64.145	475
8108	153.167.19.253	322
8109	153.171.83.239	390
8110	153.173.81.107	550
8111	153.180.157.43	340
8112	153.183.138.187	393
8113	153.195.190.79	373
8114	153.200.34.75	233
8115	153.204.140.67	427
8116	153.210.113.245	416
8117	153.216.26.218	381
8118	153.218.220.233	492
8119	153.244.126.45	276
8120	153.252.17.65	198
8121	154.1.3.239	335
8122	154.1.79.55	113
8123	154.13.80.191	403
8124	154.33.182.111	345
8125	154.35.214.79	413
8126	154.38.239.6	416
8127	154.45.181.165	318
8128	154.49.198.114	425
8129	154.49.244.149	146
8130	154.51.150.243	382
8131	154.52.116.169	403
8132	154.55.4.15	339
8133	154.58.7.197	437
8134	154.61.67.54	295
8135	154.61.178.242	335
8136	154.71.34.196	363
8137	154.72.146.238	302
8138	154.74.240.105	220
8139	154.75.25.247	429
8140	154.87.153.247	374
8141	154.93.171.179	447
8142	154.94.63.232	332
8143	154.95.198.210	392
8144	154.99.131.111	421
8145	154.99.131.198	325
8146	154.100.225.120	322
8147	154.102.99.225	408
8148	154.104.44.200	395
8149	154.107.210.7	483
8150	154.117.109.175	466
8151	154.117.123.132	248
8152	154.126.235.203	313
8153	154.129.162.208	474
8154	154.142.157.139	409
8155	154.145.85.39	475
8156	154.145.214.82	585
8157	154.147.39.27	314
8158	154.153.59.39	331
8159	154.158.5.157	472
8160	154.164.55.27	312
8161	154.167.85.163	303
8162	154.167.199.251	282
8163	154.174.30.94	316
8164	154.185.250.85	274
8165	154.190.36.211	375
8166	154.190.180.117	480
8167	154.197.234.60	420
8168	154.198.69.17	459
8169	154.206.133.234	340
8170	154.208.112.246	546
8171	154.226.135.181	298
8172	154.229.42.118	408
8173	154.231.12.99	363
8174	154.232.55.99	362
8175	154.232.187.69	269
8176	154.252.127.162	189
8177	155.1.9.55	335
8178	155.11.114.29	420
8179	155.16.140.124	160
8180	155.26.86.254	357
8181	155.33.208.154	448
8182	155.42.25.6	361
8183	155.42.60.252	368
8184	155.43.120.52	615
8185	155.48.246.147	272
8186	155.58.23.108	320
8187	155.66.41.127	417
8188	155.66.242.110	353
8189	155.67.27.181	331
8190	155.71.241.22	378
8191	155.90.249.159	343
8192	155.92.122.138	263
8193	155.99.8.223	223
8194	155.99.138.243	184
8195	155.111.161.246	473
8196	155.114.80.61	371
8197	155.118.32.143	473
8198	155.119.228.21	388
8199	155.122.79.61	320
8200	155.128.175.133	282
8201	155.136.218.19	457
8202	155.141.243.193	371
8203	155.142.178.104	612
8204	155.142.222.66	294
8205	155.144.217.239	371
8206	155.153.59.77	369
8207	155.169.92.210	410
8208	155.169.244.43	352
8209	155.173.187.226	253
8210	155.175.93.22	381
8211	155.188.172.221	458
8212	155.202.66.39	248
8213	155.206.55.99	482
8214	155.207.81.174	577
8215	155.218.197.189	323
8216	155.219.18.58	304
8217	155.230.121.79	622
8218	155.230.132.194	415
8219	155.231.4.81	390
8220	155.231.86.231	621
8221	155.233.53.183	341
8222	155.237.73.69	632
8223	155.239.73.20	292
8224	156.1.51.233	215
8225	156.2.227.165	443
8226	156.11.87.178	386
8227	156.15.79.240	282
8228	156.20.92.16	318
8229	156.26.76.98	478
8230	156.31.32.247	359
8231	156.34.158.154	394
8232	156.38.227.3	327
8233	156.39.209.133	373
8234	156.40.51.223	283
8235	156.41.180.107	394
8236	156.51.232.66	431
8237	156.58.120.221	288
8238	156.62.126.53	350
8239	156.74.87.25	513
8240	156.80.122.31	280
8241	156.85.87.204	404
8242	156.87.166.157	342
8243	156.89.236.53	461
8244	156.97.187.35	412
8245	156.101.52.77	281
8246	156.105.123.32	379
8247	156.107.148.126	267
8248	156.110.53.207	333
8249	156.110.192.113	445
8250	156.111.235.42	489
8251	156.120.96.103	459
8252	156.127.119.166	422
8253	156.128.30.243	436
8254	156.128.95.132	393
8255	156.130.193.40	231
8256	156.151.104.101	660
8257	156.153.67.231	358
8258	156.156.72.76	478
8259	156.160.90.109	364
8260	156.169.34.118	279
8261	156.171.39.147	409
8262	156.171.82.240	371
8263	156.175.14.180	257
8264	156.186.248.10	372
8265	156.189.131.84	433
8266	156.190.208.234	257
8267	156.191.83.40	370
8268	156.196.13.235	350
8269	156.206.152.11	442
8270	156.207.130.13	180
8271	156.207.230.79	430
8272	156.210.60.109	237
8273	156.211.11.70	308
8274	156.219.213.125	270
8275	156.220.47.83	399
8276	156.222.169.91	372
8277	156.222.227.2	343
8278	156.225.213.142	209
8279	156.228.42.136	336
8280	156.229.169.131	374
8281	156.232.240.52	290
8282	156.238.177.99	268
8283	156.245.176.202	518
8284	157.14.120.249	564
8285	157.15.21.190	276
8286	157.16.244.170	262
8287	157.17.88.94	396
8288	157.21.195.120	348
8289	157.22.244.186	374
8290	157.32.48.177	589
8291	157.42.195.134	220
8292	157.44.129.57	318
8293	157.45.141.31	467
8294	157.48.90.30	352
8295	157.50.174.250	411
8296	157.52.17.109	380
8297	157.55.75.37	421
8298	157.56.68.19	291
8299	157.57.140.203	242
8300	157.69.20.161	320
8301	157.82.234.61	315
8302	157.84.168.156	253
8303	157.101.19.220	297
8304	157.102.83.25	324
8305	157.104.115.216	375
8306	157.104.217.153	405
8307	157.109.209.49	370
8308	157.116.204.253	408
8309	157.119.173.92	432
8310	157.121.103.164	230
8311	157.121.244.212	227
8312	157.124.202.59	293
8313	157.127.23.247	472
8314	157.128.58.218	350
8315	157.134.2.95	456
8316	157.134.165.149	454
8317	157.135.42.57	484
8318	157.138.138.98	321
8319	157.140.79.129	435
8320	157.166.21.71	247
8321	157.168.249.104	300
8322	157.171.80.52	375
8323	157.171.186.28	259
8324	157.175.107.37	340
8325	157.176.75.29	287
8326	157.179.117.173	221
8327	157.181.73.237	285
8328	157.184.164.93	257
8329	157.189.118.246	378
8330	157.193.127.175	363
8331	157.198.160.241	245
8332	157.202.144.248	302
8333	157.202.159.94	249
8334	157.209.140.6	419
8335	157.213.206.107	263
8336	157.217.180.90	315
8337	157.217.214.227	350
8338	157.220.178.92	336
8339	157.221.114.235	278
8340	157.237.171.58	349
8341	157.242.156.79	481
8342	157.248.26.49	384
8343	158.11.8.111	295
8344	158.13.72.135	280
8345	158.15.179.240	398
8346	158.17.77.55	491
8347	158.31.198.125	343
8348	158.53.101.119	329
8349	158.55.123.15	564
8350	158.58.82.54	251
8351	158.59.88.2	289
8352	158.70.24.233	340
8353	158.82.21.70	309
8354	158.92.235.237	514
8355	158.99.146.127	429
8356	158.101.88.254	406
8357	158.104.141.15	589
8358	158.113.183.35	343
8359	158.121.132.23	483
8360	158.123.93.237	370
8361	158.124.68.83	325
8362	158.127.90.189	337
8363	158.133.155.51	355
8364	158.134.28.131	486
8365	158.135.183.51	375
8366	158.138.94.217	407
8367	158.138.182.76	320
8368	158.140.251.18	335
8369	158.141.82.149	358
8370	158.144.36.108	344
8371	158.144.200.30	424
8372	158.145.250.125	336
8373	158.156.99.21	411
8374	158.157.114.243	312
8375	158.165.55.245	324
8376	158.165.57.46	404
8377	158.173.13.32	306
8378	158.176.161.84	333
8379	158.177.58.10	375
8380	158.178.71.98	361
8381	158.181.203.87	422
8382	158.190.217.97	328
8383	158.191.84.107	244
8384	158.192.77.248	383
8385	158.193.27.203	377
8386	158.202.22.188	344
8387	158.207.92.103	356
8388	158.210.83.217	216
8389	158.210.164.37	366
8390	158.211.159.170	271
8391	158.219.254.44	449
8392	158.228.108.191	451
8393	158.233.139.51	397
8394	158.241.30.213	411
8395	158.241.244.121	224
8396	158.247.102.235	405
8397	158.251.13.97	514
8398	158.252.81.170	453
8399	159.4.158.243	229
8400	159.10.100.236	387
8401	159.24.47.246	521
8402	159.44.191.78	420
8403	159.49.236.14	375
8404	159.64.50.192	304
8405	159.65.58.11	349
8406	159.66.179.242	362
8407	159.69.17.21	282
8408	159.72.70.232	415
8409	159.82.51.99	319
8410	159.84.100.22	374
8411	159.86.44.192	413
8412	159.87.220.253	238
8413	159.95.233.207	319
8414	159.112.52.42	284
8415	159.115.110.242	653
8416	159.117.204.155	325
8417	159.118.79.141	397
8418	159.122.52.61	474
8419	159.124.48.102	451
8420	159.124.129.183	327
8421	159.127.38.56	407
8422	159.133.252.247	383
8423	159.141.44.232	261
8424	159.148.228.27	363
8425	159.153.162.94	332
8426	159.162.221.130	425
8427	159.163.140.230	342
8428	159.165.186.168	425
8429	159.168.180.162	308
8430	159.186.90.163	231
8431	159.186.176.36	392
8432	159.186.214.17	393
8433	159.188.242.87	380
8434	159.196.250.233	388
8435	159.202.235.67	220
8436	159.206.46.88	431
8437	159.209.239.127	211
8438	159.210.6.49	251
8439	159.230.32.183	364
8440	159.244.37.119	328
8441	160.2.204.66	602
8442	160.8.32.41	313
8443	160.9.221.53	355
8444	160.12.143.211	385
8445	160.12.144.177	239
